OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Shape_Leng,zone,LocationID,borough,F_id,amenity,name,wikidata,FID_1,wheelchair,addr_city,addr_house,addr_stree,opening_ho,phone,website,addr_postc,addr_state,brand,brand_wiki,cuisine,ele,gnis_featu,outdoor_se,allotments,cocktails,drink_beer,drink_liqu,drink_wine,created_by,source,happy_hour,building,old_name,bar,diet_vegan,diet_veget,internet_a,payment_ca,payment_cr,payment_de,toilets,toilets_un,tourism,addr_count,check_date,diet_chick,diet_fish,diet_glute,diet_lacto,diet_meat,diet_non_v,diet_ovo_v,diet_plant,diet_seafo,level,payment_ma,payment_vi,opening__1,contact_fa,contact_in,delivery,email,takeaway,website_me,alt_name,drink_coff,smoking,nysgissam_,addr_unit,indoor_sea,wikipedia,name_zh,drink_tea,internet_1,organic,reservatio,toilets_ac,toilets_wh,air_condit,payment__1,fixme,branch,changing_t,facebook,instagram,twitter,addr_floor,highchair,microbrewe,payment_am,payment_di,seats,start_date,contact_ph,contact_we,descriptio,craft,official_n,drink_sake,dog,atm,drink_sang,fax,addr_hou_1,source_ele,payment_co,full_name,opening__2,opening__3,shop,contact_tw,was_name,was_phone,was_websit,not_brand_,disused,catering,addr_flats,alcohol,drink_espr,contact_ti,source_nam,source_cui,building_l,live_music,diet_koshe,short_name,payment__2,diet_halal,drive_in,capacity,url,contact_em,constructi,operator,check_da_1,temp,dish,ref,wheelcha_1,entrance,payment__3,designatio,brewery,sport,note,nursery,opening__4,stars,name_en,wifi,food,was_amenit,payment_bi,not_name,disused_am,drive_thro,leisure,breakfast,drink_whis,drink_byob,black_owne,internet_2,self_servi,height,name_th,contact_sm,phases,name_bn,name_es,payment_ap,drink_smoo,nycdoitt_b,walkup_win,loc_name,diet_lac_1,diet_pesce,strapline,location,name_alt,disused_we,is_in,payment_nf,disused_cu,reservat_1,contact__1,diet_dairy,diet_dai_1,payment__4,phone_mnem,seasonal,diet_nut_f,check_da_2,currency_X,payment__5,payment_li,payment__6,payment_on,coffee,check_da_3,contact__2,fixme_atp,office,diet_soul_,certificat,certific_1,certific_2,brand_en,brand_zh,name_zh_Ha,name_ja,old_websit,opening__5,pets_allow,lunch,disused_sh,contact_li,name_ru,name_it,second_han,was_cuisin,survey_dat,was_brand,was_brand_,brand_ja,theme,take_out,drink_cide,diet_healt,diet_medit,street_ven,website_re,level_ref,contact_na,was_shop,descript_1,women_owne,contact_yo,airside,diet_organ,name_uk,drink_soju,name_ko,website_bo,dinner,name_fa,access,addr_place,amenity_1,name_fr,owner,contact_ye,source_ope,opening__6,name_en_fo,name_etymo,name_ety_1,name_pronu,name_de,image,payment__7,delivery_w,delivery_p,oven,cuisine_ja,drink_bubb,contact_pi,delivery_f,delivery_m,drink_juic,name_tr,toilets_nu,drink_cock,brunch,addr_zip,payment__8,payment,deli,opening__7,restaurant,payment_el,payment_jc,payment_un,fireplace,cafe,payment_pa,nysgissa_1,payment__9,disused_na,jukebox,television,brunch_men,dinner_men,lunch_menu,mapillary,drink_lass,indoor,rice_noodl,payment_eb,country,payment_10,addr_full,changing_1,descript_2,source_ref,construc_1,origin,payment_ch,nysgissa_2,cuisine_di,payment_go,brand_wi_1,pizza_styl,addr_subur,diet_jain,name_ar,payment_qr,drink_sush,karaoke,vegetarian,diet_Carne,name_zh__1,descript_3,payment_ta,payment_te,contact_bl,services,name_vi,kids_area,byob,breakfast_,music,check_da_4,brand_webs,name_yue_H,construc_2,payment_11,year,wikimedia_,cinema,payment_12,offshore,toilets_di,toilets_po,name_ja_rm,toilets_fe,toilets_ha,toilets_pa,website_or,name_bo,opening_da,unit,healthcare,natural,payment_al,payment_we,end_date,operationa,diet_poult,lgbtq,diet_macro,diet_local,contact__3,diet_sugar,service_el,membership,addr_door,payment_13,toilets_me,parking,min_age,descript_4,descript_5,descript_6,descript_7,not_shop,diet_non_h,short_na_1,image_menu,panoramax,Shape_Length,Shape_Area,pickup_by_zone_csv_LocationID,pickup_count,pickup_by_zone_csv_Borough,pickup_by_zone_csv_Zone,pickup_by_zone_csv_service_zone,LocationID_1,dropoff_count,Borough_1,Zone_1,service_zone
224,3,223,224,0.044020446276900,Stuy Town/Peter Cooper Village,224,Manhattan,node/2827035685,restaurant,Hane,,node/2827035685,,,346,1st Avenue,"Mo-Th 12:00-15:00,17:00-22:00; Fr-Sa 12:00-15:00,17:00-22:30; Su 12:00-15:00,17:00-22:00",+1-212-598-9889,,10009,,,,japanese;sushi,,,sidewalk;street,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10634.983469094839000,0.000098478698914,224,8666,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,224,15972,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone
225,40,224,225,0.088799207328100,Stuyvesant Heights,225,Brooklyn,node/629872702,restaurant,Sarah James,,node/629872702,,Brooklyn,217,Pulaski Street,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28239.102741642822000,0.000310835395162,225,4293,Brooklyn,Stuyvesant Heights,Boro Zone,225,6873,Brooklyn,Stuyvesant Heights,Boro Zone
226,86,225,226,0.168957762041000,Sunnyside,226,Queens,node/2065153935,restaurant,Rinc贸n Melania,,node/2065153935,,,35-11,Queens Boulevard,"Mo-Th, Su 10:00-19:45; Fr, Sa 10:00-22:00",+1 718-361-1905,https://rinconmelanianyc.com/,,,,,ecuadorian,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,rinconmelanianyc,yes,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinconmelanianyc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54986.244292133553000,0.000761944145040,226,6519,Queens,Sunnyside,Boro Zone,226,7342,Queens,Sunnyside,Boro Zone
227,70,226,227,0.082830157078900,Sunset Park East,227,Brooklyn,node/2561474392,restaurant,Mr Q BBQ,,node/2561474392,,,806,56th Street,,+1-718-853-3988,,11220,,,,chinese;barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25948.836645571595000,0.000268316529534,227,638,Brooklyn,Sunset Park East,Boro Zone,227,1460,Brooklyn,Sunset Park East,Boro Zone
228,46,227,228,0.177685177706000,Sunset Park West,228,Brooklyn,node/2547745181,restaurant,Jey Diner,,node/2547745181,,,721,4th Avenue,,+1-917-635-0863,,11232,,,,diner;italian;mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84586.767333607961000,0.000993414783816,228,2352,Brooklyn,Sunset Park West,Boro Zone,228,3882,Brooklyn,Sunset Park West,Boro Zone
229,55,228,229,0.042525290011600,Sutton Place/Turtle Bay North,229,Manhattan,node/1346386984,restaurant,Smith & Wollensky,Q2295313,node/1346386984,yes,New York,797,3rd Avenue,"Mo-Fr 11:45-14:00, 17:00-23:00; Sa-Su 17:00-23:00",+1-212-753-1530,https://www.smithandwollenskynyc.com/,10022,,,,steak_house,,,yes,,,,,,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,no,,,,en:Smith & Wollensky,,,,,yes,,,yes,,,NYC,,,,,,,,,,,1977,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10629.203386219677000,0.000094705823093,229,65799,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,229,79882,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
230,91,229,230,0.031028309677900,Times Sq/Theatre District,230,Manhattan,node/643414350,restaurant,Hard Rock Cafe,,node/643414350,yes,New York,1501,Broadway,,+1 212-343-3355,https://www.hardrockcafe.com/location/new-york/,10036,,Hard Rock Cafe,Q918151,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,new_york_social@hardrock.com,,,,,,,,,,,,,,yes,,,,,,New York,yes,hardrockcafenewyork,hardrocknewyork,HardRockCafeNYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9892.934925594701800,0.000056091446327,230,124068,Manhattan,Times Sq/Theatre District,Yellow Zone,230,116292,Manhattan,Times Sq/Theatre District,Yellow Zone
231,84,230,231,0.063420116558700,TriBeCa/Civic Center,231,Manhattan,node/2332341891,restaurant,Ponte's,,node/2332341891,,New York,39,Desbrosses Street,,,,10013,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15554.519335198698000,0.000166929752992,231,58610,Manhattan,TriBeCa/Civic Center,Yellow Zone,231,69756,Manhattan,TriBeCa/Civic Center,Yellow Zone
232,46,231,232,0.061470908533100,Two Bridges/Seward Park,232,Manhattan,node/1362703566,restaurant,Clinton St. Baking Company,,node/1362703566,,New York,4,Clinton Street,"Mo-Fr 8:00-16:00, 17:00-23:00; Sa 9:00-16:00, 17:00-23:00; Su 9:00-17:00",+1-646-602-6263,https://clintonstreetbaking.com/,10002,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Clinton Street Baking Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinton St. Baking Co. & Restaurant,no,http://clintonstreetbaking.com/pages/about-hours,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17021.505036430146000,0.000216049973456,232,11032,Manhattan,Two Bridges/Seward Park,Yellow Zone,232,21737,Manhattan,Two Bridges/Seward Park,Yellow Zone
233,27,232,233,0.048035918294000,UN/Turtle Bay South,233,Manhattan,node/2711639355,restaurant,Barnes Bistro,,node/2711639355,,,211,East 46th Street,,,,10017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13289.473752675349000,0.000116188094682,233,43336,Manhattan,UN/Turtle Bay South,Yellow Zone,233,57237,Manhattan,UN/Turtle Bay South,Yellow Zone
234,92,233,234,0.036072199498400,Union Sq,234,Manhattan,node/1883739637,restaurant,Laut,,node/1883739637,yes,New York,15,East 17th Street,Mo-Fr 11:30-22:30; Sa 14:00-22:30; Su 13:00-22:00,+1 212-206-8989,https://www.lautnyc.com/,10003,NY,,,thai,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,info@lautnyc.com,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11516.504056342015000,0.000073105438289,234,109720,Manhattan,Union Sq,Yellow Zone,234,99091,Manhattan,Union Sq,Yellow Zone
235,3,234,235,0.076166842651900,University Heights/Morris Heights,235,Bronx,node/2808737392,restaurant,Liberato Restaurant,,node/2808737392,,,10,West Burnside Avenue,,,,10453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24299.268905061657000,0.000212844547337,235,1163,Bronx,University Heights/Morris Heights,Boro Zone,235,1561,Bronx,University Heights/Morris Heights,Boro Zone
236,70,235,236,0.044251922309900,Upper East Side North,236,Manhattan,node/663354158,restaurant,Giovanni,,node/663354158,,New York,25,East 83rd Street,,,https://www.giovanniventicinque.com/,10028,NY,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14269.182972773597000,0.000102864345211,236,169973,Manhattan,Upper East Side North,Yellow Zone,236,176501,Manhattan,Upper East Side North,Yellow Zone
237,45,236,237,0.042212600338800,Upper East Side South,237,Manhattan,node/2631523821,restaurant,Mariella Pizza,,node/2631523821,,,,,,,,,,,,pizza,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13583.330541051762000,0.000095987320662,237,194813,Manhattan,Upper East Side South,Yellow Zone,237,177268,Manhattan,Upper East Side South,Yellow Zone
238,56,237,238,0.060109311403300,Upper West Side North,238,Manhattan,node/1809517493,restaurant,Hunan Park,,node/1809517493,,New York,721,Columbus Avenue,11:00-22:30,+1-212-222-6511,,10025,NY,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14382.090990290400000,0.000184763693765,238,76143,Manhattan,Upper West Side North,Yellow Zone,238,84337,Manhattan,Upper West Side North,Yellow Zone
239,84,238,239,0.063626115295800,Upper West Side South,239,Manhattan,node/1821015975,restaurant,5 Napkin Burger,,node/1821015975,limited,New York,2315,Broadway,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 10:00-23:00; Su 10:00-22:00,+1-212-333-4488,https://www.5napkinburger.com/location/upper-west-side-5napkinburger/,10024,NY,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-04,,,,,,,,,,,,,,https://www.facebook.com/5napkinburger,https://www.instagram.com/5napkinburger/,,,,https://www.5napkinburger.com/upper-west-side-menus/,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/5napkinburger,https://www.instagram.com/5napkinburger/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@5napkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18448.892729829880000,0.000204715440774,239,103753,Manhattan,Upper West Side South,Yellow Zone,239,104706,Manhattan,Upper West Side South,Yellow Zone
240,0,239,240,0.146069764379000,Van Cortlandt Park,240,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45816.143591942753000,0.000722130920707,240,127,Bronx,Van Cortlandt Park,Boro Zone,240,293,Bronx,Van Cortlandt Park,Boro Zone
241,0,240,241,0.068764577764900,Van Cortlandt Village,241,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21981.491422886018000,0.000254676975920,241,725,Bronx,Van Cortlandt Village,Boro Zone,241,1339,Bronx,Van Cortlandt Village,Boro Zone
242,14,241,242,0.138136446433000,Van Nest/Morris Park,242,Bronx,node/5175575938,restaurant,Burger Time,,node/5175575938,,,1080,Morris Park Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42718.632379951014000,0.000360072450014,242,666,Bronx,Van Nest/Morris Park,Boro Zone,242,1340,Bronx,Van Nest/Morris Park,Boro Zone
243,33,242,243,0.094331499936400,Washington Heights North,243,Manhattan,node/2797462932,restaurant,Chicken Ranch,,node/2797462932,,,315,Audubon Avenue,,+1 646-922-8564,https://www.chickenranchny.com/,10033,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audobon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26623.692942838501000,0.000438377341503,243,3872,Manhattan,Washington Heights North,Boro Zone,243,10522,Manhattan,Washington Heights North,Boro Zone
244,31,243,244,0.080568604459900,Washington Heights South,244,Manhattan,node/2797210304,restaurant,Poke Station,,node/2797210304,,,4053,Broadway,,,,10032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22095.807612911227000,0.000359702747951,244,8462,Manhattan,Washington Heights South,Boro Zone,244,17701,Manhattan,Washington Heights South,Boro Zone
